영업일자,영업장명_메뉴명,매출수량,영업장명,메뉴명,요일,월,주말여부
2023-02-17,카페테리아_돼지고기 김치찌개,63,카페테리아,돼지고기 김치찌개,4,2,0
2023-02-17,라그로타_콜라,3,라그로타,콜라,4,2,0
2023-02-17,미라시아_브런치(어린이),0,미라시아,브런치(어린이),4,2,0
2023-02-17,카페테리아_짬뽕밥,15,카페테리아,짬뽕밥,4,2,0
2023-02-17,라그로타_Gls.미션 서드,2,라그로타,Gls.미션 서드,4,2,0
2023-02-17,카페테리아_짜장면,49,카페테리아,짜장면,4,2,0
2023-02-17,미라시아_얼그레이 하이볼,1,미라시아,얼그레이 하이볼,4,2,0
2023-02-17,미라시아_브런치 2인 패키지 ,8,미라시아,브런치 2인 패키지 ,4,2,0
2023-02-17,담하_(후식) 물냉면,0,담하,(후식) 물냉면,4,2,0
2023-02-17,포레스트릿_복숭아 아이스티,212,포레스트릿,복숭아 아이스티,4,2,0
2023-02-17,미라시아_파스타면 추가(150g),0,미라시아,파스타면 추가(150g),4,2,0
2023-02-17,카페테리아_카페라떼(HOT),38,카페테리아,카페라떼(HOT),4,2,0
2023-02-17,카페테리아_공깃밥(추가),33,카페테리아,공깃밥(추가),4,2,0
2023-02-17,연회장_Convention Hall,2,연회장,Convention Hall,4,2,0
2023-02-17,라그로타_아메리카노,1,라그로타,아메리카노,4,2,0
2023-02-17,느티나무 셀프BBQ_참이슬 (단체),39,느티나무 셀프BBQ,참이슬 (단체),4,2,0
2023-02-17,담하_한우 차돌박이 된장찌개,13,담하,한우 차돌박이 된장찌개,4,2,0
2023-02-17,카페테리아_오픈푸드,1,카페테리아,오픈푸드,4,2,0
2023-02-17,카페테리아_치즈돈까스,53,카페테리아,치즈돈까스,4,2,0
2023-02-17,담하_황태해장국,10,담하,황태해장국,4,2,0
2023-02-17,담하_한우 미역국 정식,3,담하,한우 미역국 정식,4,2,0
2023-02-17,담하_(정식) 물냉면 ,0,담하,(정식) 물냉면 ,4,2,0
2023-02-17,연회장_Conference M9,0,연회장,Conference M9,4,2,0
2023-02-17,담하_메밀면 사리,9,담하,메밀면 사리,4,2,0
2023-02-17,"느티나무 셀프BBQ_대여료 60,000원",4,느티나무 셀프BBQ,"대여료 60,000원",4,2,0
2023-02-17,연회장_야채추가,2,연회장,야채추가,4,2,0
2023-02-17,담하_한우 우거지 국밥,11,담하,한우 우거지 국밥,4,2,0
2023-02-17,미라시아_브런치(대인) 주중,0,미라시아,브런치(대인) 주중,4,2,0
2023-02-17,담하_(후식) 된장찌개,4,담하,(후식) 된장찌개,4,2,0
2023-02-17,라그로타_해산물 토마토 스파게티,9,라그로타,해산물 토마토 스파게티,4,2,0
2023-02-17,화담숲카페_아메리카노 HOT,0,화담숲카페,아메리카노 HOT,4,2,0
2023-02-17,카페테리아_수제 등심 돈까스,110,카페테리아,수제 등심 돈까스,4,2,0
2023-02-17,포레스트릿_스프라이트,171,포레스트릿,스프라이트,4,2,0
2023-02-17,느티나무 셀프BBQ_카스 병(단체),52,느티나무 셀프BBQ,카스 병(단체),4,2,0
2023-02-17,카페테리아_샷 추가,10,카페테리아,샷 추가,4,2,0
2023-02-17,포레스트릿_카페라떼(ICE),19,포레스트릿,카페라떼(ICE),4,2,0
2023-02-17,미라시아_글라스와인 (레드),0,미라시아,글라스와인 (레드),4,2,0
2023-02-17,연회장_Conference L2,0,연회장,Conference L2,4,2,0
2023-02-17,라그로타_자몽리치에이드,1,라그로타,자몽리치에이드,4,2,0
2023-02-17,화담숲카페_메밀미숫가루,0,화담숲카페,메밀미숫가루,4,2,0
2023-02-17,"느티나무 셀프BBQ_대여료 90,000원",0,느티나무 셀프BBQ,"대여료 90,000원",4,2,0
2023-02-17,연회장_로제 치즈떡볶이,4,연회장,로제 치즈떡볶이,4,2,0
2023-02-17,연회장_Conference L1,1,연회장,Conference L1,4,2,0
2023-02-17,담하_느린마을 막걸리,1,담하,느린마을 막걸리,4,2,0
2023-02-17,포레스트릿_아메리카노(HOT),84,포레스트릿,아메리카노(HOT),4,2,0
2023-02-17,포레스트릿_아메리카노(ICE),197,포레스트릿,아메리카노(ICE),4,2,0
2023-02-17,담하_담하 한우 불고기,32,담하,담하 한우 불고기,4,2,0
2023-02-17,라그로타_해산물 토마토 리조또,2,라그로타,해산물 토마토 리조또,4,2,0
2023-02-17,연회장_Cookie Platter,3,연회장,Cookie Platter,4,2,0
2023-02-17,라그로타_버섯 크림 리조또,0,라그로타,버섯 크림 리조또,4,2,0
2023-02-17,"미라시아_(단체)브런치주중 36,000",60,미라시아,"(단체)브런치주중 36,000",4,2,0
2023-02-17,담하_스프라이트,1,담하,스프라이트,4,2,0
2023-02-17,느티나무 셀프BBQ_1인 수저세트,0,느티나무 셀프BBQ,1인 수저세트,4,2,0
2023-02-17,담하_생목살 김치찌개,21,담하,생목살 김치찌개,4,2,0
2023-02-17,라그로타_그릴드 비프 샐러드,0,라그로타,그릴드 비프 샐러드,4,2,0
2023-02-17,연회장_매콤 무뼈닭발&계란찜,2,연회장,매콤 무뼈닭발&계란찜,4,2,0
2023-02-17,담하_하동 매실 칵테일,0,담하,하동 매실 칵테일,4,2,0
2023-02-17,연회장_모둠 돈육구이(3인),6,연회장,모둠 돈육구이(3인),4,2,0
2023-02-17,포레스트릿_생수,386,포레스트릿,생수,4,2,0
2023-02-17,라그로타_미션 서드 카베르네 쉬라,1,라그로타,미션 서드 카베르네 쉬라,4,2,0
2023-02-17,느티나무 셀프BBQ_콜라 (단체),17,느티나무 셀프BBQ,콜라 (단체),4,2,0
2023-02-17,담하_(단체) 한우 우거지 국밥,0,담하,(단체) 한우 우거지 국밥,4,2,0
2023-02-17,담하_들깨 양지탕,4,담하,들깨 양지탕,4,2,0
2023-02-17,포레스트릿_코카콜라,366,포레스트릿,코카콜라,4,2,0
2023-02-17,포레스트릿_카페라떼(HOT),40,포레스트릿,카페라떼(HOT),4,2,0
2023-02-17,포레스트릿_치즈 핫도그,228,포레스트릿,치즈 핫도그,4,2,0
2023-02-17,연회장_Conference L3,1,연회장,Conference L3,4,2,0
2023-02-17,담하_콜라,7,담하,콜라,4,2,0
2023-02-17,미라시아_(화덕) 불고기 페퍼로니 반반피자,5,미라시아,(화덕) 불고기 페퍼로니 반반피자,4,2,0
2023-02-17,라그로타_Open Food,1,라그로타,Open Food,4,2,0
2023-02-17,담하_테라,3,담하,테라,4,2,0
2023-02-17,라그로타_스프라이트,3,라그로타,스프라이트,4,2,0
2023-02-17,느티나무 셀프BBQ_스프라이트 (단체),12,느티나무 셀프BBQ,스프라이트 (단체),4,2,0
2023-02-17,연회장_Conference M8,0,연회장,Conference M8,4,2,0
2023-02-17,카페테리아_아메리카노(HOT),42,카페테리아,아메리카노(HOT),4,2,0
2023-02-18,미라시아_얼그레이 하이볼,6,미라시아,얼그레이 하이볼,5,2,1
2023-02-18,연회장_Cookie Platter,1,연회장,Cookie Platter,5,2,1
2023-02-18,담하_스프라이트,8,담하,스프라이트,5,2,1
2023-02-18,화담숲카페_메밀미숫가루,0,화담숲카페,메밀미숫가루,5,2,1
2023-02-18,포레스트릿_카페라떼(HOT),42,포레스트릿,카페라떼(HOT),5,2,1
2023-02-18,카페테리아_치즈돈까스,88,카페테리아,치즈돈까스,5,2,1
2023-02-18,연회장_삼겹살추가 (200g),0,연회장,삼겹살추가 (200g),5,2,1
2023-02-18,담하_한우 미역국 정식,1,담하,한우 미역국 정식,5,2,1
2023-02-18,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),5,2,1
2023-02-18,라그로타_빵 추가 (1인),8,라그로타,빵 추가 (1인),5,2,1
2023-02-18,미라시아_레인보우칵테일(알코올),2,미라시아,레인보우칵테일(알코올),5,2,1
2023-02-18,포레스트릿_아메리카노(ICE),277,포레스트릿,아메리카노(ICE),5,2,1
2023-02-18,화담숲주막_해물파전,0,화담숲주막,해물파전,5,2,1
2023-02-18,담하_생목살 김치찌개,39,담하,생목살 김치찌개,5,2,1
2023-02-18,카페테리아_짬뽕밥,28,카페테리아,짬뽕밥,5,2,1
2023-02-18,라그로타_미션 서드 카베르네 쉬라,3,라그로타,미션 서드 카베르네 쉬라,5,2,1
2023-02-18,연회장_로제 치즈떡볶이,10,연회장,로제 치즈떡볶이,5,2,1
2023-02-18,포레스트릿_치즈 핫도그,279,포레스트릿,치즈 핫도그,5,2,1
2023-02-18,카페테리아_구슬아이스크림,105,카페테리아,구슬아이스크림,5,2,1
2023-02-18,라그로타_해산물 토마토 스파게티,6,라그로타,해산물 토마토 스파게티,5,2,1
2023-02-18,담하_참이슬,5,담하,참이슬,5,2,1
2023-02-18,카페테리아_짬뽕,42,카페테리아,짬뽕,5,2,1
2023-02-18,연회장_Conference L3,0,연회장,Conference L3,5,2,1
2023-02-18,느티나무 셀프BBQ_친환경 접시 14cm,1,느티나무 셀프BBQ,친환경 접시 14cm,5,2,1
2023-02-18,느티나무 셀프BBQ_일회용 소주컵,0,느티나무 셀프BBQ,일회용 소주컵,5,2,1
2023-02-18,담하_담하 한우 불고기,71,담하,담하 한우 불고기,5,2,1
2023-02-18,담하_메밀면 사리,4,담하,메밀면 사리,5,2,1
2023-02-18,라그로타_하이네켄(생),8,라그로타,하이네켄(생),5,2,1
2023-02-18,미라시아_오븐구이 윙과 킬바사소세지,1,미라시아,오븐구이 윙과 킬바사소세지,5,2,1
2023-02-18,포레스트릿_꼬치어묵,551,포레스트릿,꼬치어묵,5,2,1
2023-02-18,담하_공깃밥,68,담하,공깃밥,5,2,1
2023-02-18,미라시아_BBQ Platter,17,미라시아,BBQ Platter,5,2,1
2023-02-18,느티나무 셀프BBQ_쌈야채세트,1,느티나무 셀프BBQ,쌈야채세트,5,2,1
2023-02-18,미라시아_쉬림프 투움바 파스타,0,미라시아,쉬림프 투움바 파스타,5,2,1
2023-02-18,화담숲카페_현미뻥스크림,0,화담숲카페,현미뻥스크림,5,2,1
2023-02-18,미라시아_칠리 치즈 프라이,0,미라시아,칠리 치즈 프라이,5,2,1
2023-02-18,담하_은이버섯 갈비탕,36,담하,은이버섯 갈비탕,5,2,1
2023-02-18,연회장_야채추가,3,연회장,야채추가,5,2,1
2023-02-18,미라시아_(화덕) 불고기 페퍼로니 반반피자,9,미라시아,(화덕) 불고기 페퍼로니 반반피자,5,2,1
2023-02-18,포레스트릿_생수,438,포레스트릿,생수,5,2,1
2023-02-18,포레스트릿_떡볶이,367,포레스트릿,떡볶이,5,2,1
2023-02-18,연회장_모둠 돈육구이(3인),15,연회장,모둠 돈육구이(3인),5,2,1
2023-02-18,담하_(단체) 황태해장국 3/27까지,16,담하,(단체) 황태해장국 3/27까지,5,2,1
2023-02-18,연회장_왕갈비치킨,0,연회장,왕갈비치킨,5,2,1
2023-02-18,포레스트릿_코카콜라,404,포레스트릿,코카콜라,5,2,1
2023-02-18,라그로타_Open Food,1,라그로타,Open Food,5,2,1
2023-02-18,카페테리아_카페라떼(ICE),37,카페테리아,카페라떼(ICE),5,2,1
2023-02-18,라그로타_아메리카노,1,라그로타,아메리카노,5,2,1
2023-02-18,연회장_주먹밥 (2ea),6,연회장,주먹밥 (2ea),5,2,1
2023-02-18,포레스트릿_스프라이트,322,포레스트릿,스프라이트,5,2,1
2023-02-18,미라시아_글라스와인 (레드),1,미라시아,글라스와인 (레드),5,2,1
2023-02-18,"느티나무 셀프BBQ_본삼겹 (단품,실내)",2,느티나무 셀프BBQ,"본삼겹 (단품,실내)",5,2,1
2023-02-18,느티나무 셀프BBQ_참이슬 (단체),2,느티나무 셀프BBQ,참이슬 (단체),5,2,1
2023-02-18,연회장_매콤 무뼈닭발&계란찜,4,연회장,매콤 무뼈닭발&계란찜,5,2,1
2023-02-18,카페테리아_공깃밥(추가),65,카페테리아,공깃밥(추가),5,2,1
2023-02-18,라그로타_그릴드 비프 샐러드,0,라그로타,그릴드 비프 샐러드,5,2,1
2023-02-18,라그로타_해산물 토마토 리조또,6,라그로타,해산물 토마토 리조또,5,2,1
2023-02-18,카페테리아_카페라떼(HOT),30,카페테리아,카페라떼(HOT),5,2,1
2023-02-18,포레스트릿_복숭아 아이스티,333,포레스트릿,복숭아 아이스티,5,2,1
2023-02-18,포레스트릿_아메리카노(HOT),113,포레스트릿,아메리카노(HOT),5,2,1
2023-02-18,포레스트릿_페스츄리 소시지,156,포레스트릿,페스츄리 소시지,5,2,1
2023-02-18,연회장_Conference L1,1,연회장,Conference L1,5,2,1
2023-02-18,미라시아_BBQ 고기추가,2,미라시아,BBQ 고기추가,5,2,1
2023-02-18,담하_더덕 한우 지짐,0,담하,더덕 한우 지짐,5,2,1
2023-02-18,연회장_Conference M1,0,연회장,Conference M1,5,2,1
2023-02-18,담하_제로콜라,1,담하,제로콜라,5,2,1
2023-02-18,담하_한우 우거지 국밥,4,담하,한우 우거지 국밥,5,2,1
2023-02-18,연회장_Cass Beer,0,연회장,Cass Beer,5,2,1
2023-02-18,포레스트릿_카페라떼(ICE),44,포레스트릿,카페라떼(ICE),5,2,1
2023-02-18,미라시아_브런치(대인) 주중,0,미라시아,브런치(대인) 주중,5,2,1
2023-02-18,카페테리아_돼지고기 김치찌개,77,카페테리아,돼지고기 김치찌개,5,2,1
2023-02-18,라그로타_Gls.미션 서드,3,라그로타,Gls.미션 서드,5,2,1
2023-02-18,담하_한우 차돌박이 된장찌개,23,담하,한우 차돌박이 된장찌개,5,2,1
2023-02-18,담하_(단체) 한우 우거지 국밥,0,담하,(단체) 한우 우거지 국밥,5,2,1
2023-02-18,카페테리아_약 고추장 돌솥비빔밥,69,카페테리아,약 고추장 돌솥비빔밥,5,2,1
2023-02-18,담하_(후식) 된장찌개,10,담하,(후식) 된장찌개,5,2,1
2023-02-18,카페테리아_새우 볶음밥,38,카페테리아,새우 볶음밥,5,2,1
2023-02-18,담하_테라,2,담하,테라,5,2,1
2023-02-18,연회장_돈목살 김치찌개 (밥포함),4,연회장,돈목살 김치찌개 (밥포함),5,2,1
2023-02-18,라그로타_해산물 토마토 스튜 파스타,0,라그로타,해산물 토마토 스튜 파스타,5,2,1
2023-02-18,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0,카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,5,2,1
2023-02-18,카페테리아_짜장면,85,카페테리아,짜장면,5,2,1
2023-02-18,카페테리아_복숭아 아이스티,85,카페테리아,복숭아 아이스티,5,2,1
2023-02-18,느티나무 셀프BBQ_카스 병(단체),9,느티나무 셀프BBQ,카스 병(단체),5,2,1
2023-02-18,화담숲주막_느린마을 막걸리,0,화담숲주막,느린마을 막걸리,5,2,1
2023-02-18,미라시아_브런치 2인 패키지 ,21,미라시아,브런치 2인 패키지 ,5,2,1
2023-02-18,담하_카스,6,담하,카스,5,2,1
2023-02-18,라그로타_G-Charge(3),1,라그로타,G-Charge(3),5,2,1
2023-02-18,미라시아_코카콜라(제로),0,미라시아,코카콜라(제로),5,2,1
2023-02-18,카페테리아_샷 추가,7,카페테리아,샷 추가,5,2,1
2023-02-18,담하_하동 매실 칵테일,0,담하,하동 매실 칵테일,5,2,1
2023-02-18,라그로타_제로콜라,2,라그로타,제로콜라,5,2,1
2023-02-18,라그로타_시저 샐러드 ,0,라그로타,시저 샐러드 ,5,2,1
2023-02-18,카페테리아_오픈푸드,3,카페테리아,오픈푸드,5,2,1
2023-02-18,담하_황태해장국,3,담하,황태해장국,5,2,1
2023-02-18,느티나무 셀프BBQ_BBQ55(단체),25,느티나무 셀프BBQ,BBQ55(단체),5,2,1
2023-02-18,담하_느린마을 막걸리,1,담하,느린마을 막걸리,5,2,1
2023-02-18,카페테리아_아메리카노(HOT),78,카페테리아,아메리카노(HOT),5,2,1
2023-02-18,연회장_Conference L2,0,연회장,Conference L2,5,2,1
2023-02-18,화담숲카페_아메리카노 HOT,0,화담숲카페,아메리카노 HOT,5,2,1
2023-02-18,카페테리아_새우튀김 우동,99,카페테리아,새우튀김 우동,5,2,1
2023-02-18,미라시아_애플망고 에이드,8,미라시아,애플망고 에이드,5,2,1
2023-02-18,"느티나무 셀프BBQ_대여료 60,000원",7,느티나무 셀프BBQ,"대여료 60,000원",5,2,1
2023-02-18,담하_콜라,3,담하,콜라,5,2,1
2023-02-18,미라시아_미라시아 브런치 (패키지),6,미라시아,미라시아 브런치 (패키지),5,2,1
2023-02-18,느티나무 셀프BBQ_1인 수저세트,9,느티나무 셀프BBQ,1인 수저세트,5,2,1
2023-02-18,담하_룸 이용료,3,담하,룸 이용료,5,2,1
2023-02-18,카페테리아_수제 등심 돈까스,131,카페테리아,수제 등심 돈까스,5,2,1
2023-02-18,카페테리아_어린이 돈까스,22,카페테리아,어린이 돈까스,5,2,1
2023-02-18,연회장_Grand Ballroom,0,연회장,Grand Ballroom,5,2,1
2023-02-18,느티나무 셀프BBQ_햇반,0,느티나무 셀프BBQ,햇반,5,2,1
2023-02-18,카페테리아_짜장밥,13,카페테리아,짜장밥,5,2,1
2023-02-18,라그로타_자몽리치에이드,1,라그로타,자몽리치에이드,5,2,1
2023-02-18,담하_한우 떡갈비 정식,18,담하,한우 떡갈비 정식,5,2,1
2023-02-18,담하_들깨 양지탕,9,담하,들깨 양지탕,5,2,1
2023-02-18,연회장_골뱅이무침,8,연회장,골뱅이무침,5,2,1
2023-02-18,미라시아_브런치(어린이),0,미라시아,브런치(어린이),5,2,1
2023-02-18,연회장_Regular Coffee,0,연회장,Regular Coffee,5,2,1
2023-02-18,카페테리아_아메리카노(ICE),163,카페테리아,아메리카노(ICE),5,2,1
2023-02-18,"느티나무 셀프BBQ_대여료 30,000원",5,느티나무 셀프BBQ,"대여료 30,000원",5,2,1
2023-02-18,라그로타_한우 (200g),0,라그로타,한우 (200g),5,2,1
2023-02-19,라그로타_그릴드 비프 샐러드,0,라그로타,그릴드 비프 샐러드,6,2,1
2023-02-19,카페테리아_약 고추장 돌솥비빔밥,65,카페테리아,약 고추장 돌솥비빔밥,6,2,1
2023-02-19,연회장_매콤 무뼈닭발&계란찜,2,연회장,매콤 무뼈닭발&계란찜,6,2,1
2023-02-19,미라시아_브런치 2인 패키지 ,5,미라시아,브런치 2인 패키지 ,6,2,1
2023-02-19,라그로타_해산물 토마토 리조또,6,라그로타,해산물 토마토 리조또,6,2,1
2023-02-19,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),6,2,1
2023-02-19,담하_담하 한우 불고기,75,담하,담하 한우 불고기,6,2,1
2023-02-19,라그로타_하이네켄(생),5,라그로타,하이네켄(생),6,2,1
2023-02-19,화담숲주막_스프라이트,0,화담숲주막,스프라이트,6,2,1
2023-02-19,"느티나무 셀프BBQ_대여료 90,000원",0,느티나무 셀프BBQ,"대여료 90,000원",6,2,1
2023-02-19,포레스트릿_아메리카노(HOT),97,포레스트릿,아메리카노(HOT),6,2,1
2023-02-19,카페테리아_카페라떼(ICE),26,카페테리아,카페라떼(ICE),6,2,1
2023-02-19,느티나무 셀프BBQ_1인 수저세트,2,느티나무 셀프BBQ,1인 수저세트,6,2,1
2023-02-19,담하_제로콜라,1,담하,제로콜라,6,2,1
2023-02-19,미라시아_오븐구이 윙과 킬바사소세지,3,미라시아,오븐구이 윙과 킬바사소세지,6,2,1
2023-02-19,포레스트릿_카페라떼(ICE),15,포레스트릿,카페라떼(ICE),6,2,1
2023-02-19,연회장_Conference L1,1,연회장,Conference L1,6,2,1
2023-02-19,연회장_모둠 돈육구이(3인),5,연회장,모둠 돈육구이(3인),6,2,1
2023-02-19,미라시아_브런치(대인) 주말,12,미라시아,브런치(대인) 주말,6,2,1
2023-02-19,담하_콜라,1,담하,콜라,6,2,1
2023-02-19,포레스트릿_코카콜라,20,포레스트릿,코카콜라,6,2,1
2023-02-19,담하_(단체) 황태해장국 3/27까지,13,담하,(단체) 황태해장국 3/27까지,6,2,1
2023-02-19,포레스트릿_복숭아 아이스티,250,포레스트릿,복숭아 아이스티,6,2,1
2023-02-19,라그로타_Open Food,1,라그로타,Open Food,6,2,1
2023-02-19,담하_들깨 양지탕,8,담하,들깨 양지탕,6,2,1
2023-02-19,미라시아_(화덕) 불고기 페퍼로니 반반피자,8,미라시아,(화덕) 불고기 페퍼로니 반반피자,6,2,1
2023-02-19,라그로타_양갈비 (4ps),0,라그로타,양갈비 (4ps),6,2,1
2023-02-19,담하_담하 한우 불고기 정식,0,담하,담하 한우 불고기 정식,6,2,1
2023-02-19,카페테리아_아메리카노(HOT),76,카페테리아,아메리카노(HOT),6,2,1
2023-02-19,느티나무 셀프BBQ_카스 병(단체),0,느티나무 셀프BBQ,카스 병(단체),6,2,1
2023-02-19,라그로타_해산물 토마토 스튜 파스타,0,라그로타,해산물 토마토 스튜 파스타,6,2,1
2023-02-19,카페테리아_복숭아 아이스티,58,카페테리아,복숭아 아이스티,6,2,1
2023-02-19,화담숲카페_현미뻥스크림,0,화담숲카페,현미뻥스크림,6,2,1
2023-02-19,"느티나무 셀프BBQ_대여료 60,000원",2,느티나무 셀프BBQ,"대여료 60,000원",6,2,1
2023-02-19,담하_(정식) 비빔냉면,0,담하,(정식) 비빔냉면,6,2,1
2023-02-19,카페테리아_아메리카노(ICE),101,카페테리아,아메리카노(ICE),6,2,1
2023-02-19,카페테리아_새우 볶음밥,29,카페테리아,새우 볶음밥,6,2,1
2023-02-19,담하_은이버섯 갈비탕,18,담하,은이버섯 갈비탕,6,2,1
2023-02-19,카페테리아_돼지고기 김치찌개,78,카페테리아,돼지고기 김치찌개,6,2,1
2023-02-19,담하_공깃밥,87,담하,공깃밥,6,2,1
2023-02-19,포레스트릿_스프라이트,184,포레스트릿,스프라이트,6,2,1
2023-02-19,연회장_돈목살 김치찌개 (밥포함),1,연회장,돈목살 김치찌개 (밥포함),6,2,1
2023-02-19,담하_한우 우거지 국밥,11,담하,한우 우거지 국밥,6,2,1
2023-02-19,담하_갱시기,0,담하,갱시기,6,2,1
2023-02-19,미라시아_BBQ Platter,13,미라시아,BBQ Platter,6,2,1
2023-02-19,느티나무 셀프BBQ_일회용 종이컵,1,느티나무 셀프BBQ,일회용 종이컵,6,2,1
2023-02-19,포레스트릿_꼬치어묵,425,포레스트릿,꼬치어묵,6,2,1
2023-02-19,포레스트릿_떡볶이,300,포레스트릿,떡볶이,6,2,1
2023-02-19,담하_스프라이트,3,담하,스프라이트,6,2,1
2023-02-19,담하_(후식) 된장찌개,12,담하,(후식) 된장찌개,6,2,1
2023-02-19,포레스트릿_페스츄리 소시지,89,포레스트릿,페스츄리 소시지,6,2,1
2023-02-19,포레스트릿_치즈 핫도그,195,포레스트릿,치즈 핫도그,6,2,1
2023-02-19,"미라시아_(단체)브런치주중 36,000",0,미라시아,"(단체)브런치주중 36,000",6,2,1
2023-02-19,연회장_골뱅이무침,9,연회장,골뱅이무침,6,2,1
2023-02-19,담하_테라,1,담하,테라,6,2,1
2023-02-19,라그로타_스프라이트,1,라그로타,스프라이트,6,2,1
2023-02-19,카페테리아_짬뽕밥,40,카페테리아,짬뽕밥,6,2,1
2023-02-19,라그로타_제로콜라,0,라그로타,제로콜라,6,2,1
2023-02-19,느티나무 셀프BBQ_쌈야채세트,0,느티나무 셀프BBQ,쌈야채세트,6,2,1
2023-02-19,라그로타_Gls.미션 서드,11,라그로타,Gls.미션 서드,6,2,1
2023-02-19,"느티나무 셀프BBQ_대여료 30,000원",7,느티나무 셀프BBQ,"대여료 30,000원",6,2,1
2023-02-19,미라시아_레인보우칵테일(알코올),1,미라시아,레인보우칵테일(알코올),6,2,1
2023-02-19,카페테리아_오픈푸드,0,카페테리아,오픈푸드,6,2,1
2023-02-19,미라시아_얼그레이 하이볼,2,미라시아,얼그레이 하이볼,6,2,1
2023-02-19,담하_한우 떡갈비 정식,41,담하,한우 떡갈비 정식,6,2,1
2023-02-19,카페테리아_짜장면,77,카페테리아,짜장면,6,2,1
2023-02-19,화담숲카페_아메리카노 HOT,0,화담숲카페,아메리카노 HOT,6,2,1
2023-02-19,느티나무 셀프BBQ_일회용 소주컵,0,느티나무 셀프BBQ,일회용 소주컵,6,2,1
2023-02-19,화담숲주막_참살이 막걸리,0,화담숲주막,참살이 막걸리,6,2,1
2023-02-19,카페테리아_새우튀김 우동,97,카페테리아,새우튀김 우동,6,2,1
2023-02-19,담하_처음처럼,2,담하,처음처럼,6,2,1
2023-02-19,라그로타_콜라,1,라그로타,콜라,6,2,1
2023-02-19,화담숲카페_메밀미숫가루,0,화담숲카페,메밀미숫가루,6,2,1
2023-02-19,미라시아_미라시아 브런치 (패키지),82,미라시아,미라시아 브런치 (패키지),6,2,1
2023-02-19,연회장_로제 치즈떡볶이,9,연회장,로제 치즈떡볶이,6,2,1
2023-02-19,카페테리아_구슬아이스크림,93,카페테리아,구슬아이스크림,6,2,1
2023-02-19,담하_(단체) 한우 우거지 국밥,4,담하,(단체) 한우 우거지 국밥,6,2,1
2023-02-19,카페테리아_짜장밥,17,카페테리아,짜장밥,6,2,1
2023-02-19,카페테리아_짬뽕,57,카페테리아,짬뽕,6,2,1
2023-02-19,포레스트릿_카페라떼(HOT),64,포레스트릿,카페라떼(HOT),6,2,1
2023-02-19,미라시아_쉬림프 투움바 파스타,0,미라시아,쉬림프 투움바 파스타,6,2,1
2023-02-19,라그로타_미션 서드 카베르네 쉬라,4,라그로타,미션 서드 카베르네 쉬라,6,2,1
2023-02-19,담하_참이슬,2,담하,참이슬,6,2,1
2023-02-19,미라시아_브런치(어린이),2,미라시아,브런치(어린이),6,2,1
2023-02-19,담하_한우 차돌박이 된장찌개,20,담하,한우 차돌박이 된장찌개,6,2,1
2023-02-19,라그로타_해산물 토마토 스파게티,12,라그로타,해산물 토마토 스파게티,6,2,1
2023-02-19,라그로타_아메리카노,1,라그로타,아메리카노,6,2,1
2023-02-19,담하_메밀면 사리,8,담하,메밀면 사리,6,2,1
2023-02-19,담하_카스,4,담하,카스,6,2,1
2023-02-19,카페테리아_공깃밥(추가),61,카페테리아,공깃밥(추가),6,2,1
2023-02-19,포레스트릿_아메리카노(ICE),160,포레스트릿,아메리카노(ICE),6,2,1
2023-02-19,화담숲카페_카페라떼 ICE,0,화담숲카페,카페라떼 ICE,6,2,1
2023-02-19,미라시아_핑크레몬에이드,0,미라시아,핑크레몬에이드,6,2,1
2023-02-19,담하_황태해장국,6,담하,황태해장국,6,2,1
2023-02-19,느티나무 셀프BBQ_신라면,0,느티나무 셀프BBQ,신라면,6,2,1
2023-02-19,카페테리아_어린이 돈까스,38,카페테리아,어린이 돈까스,6,2,1
2023-02-19,카페테리아_샷 추가,7,카페테리아,샷 추가,6,2,1
2023-02-19,미라시아_스프라이트,0,미라시아,스프라이트,6,2,1
2023-02-19,포레스트릿_생수,0,포레스트릿,생수,6,2,1
2023-02-19,카페테리아_수제 등심 돈까스,181,카페테리아,수제 등심 돈까스,6,2,1
2023-02-19,카페테리아_카페라떼(HOT),64,카페테리아,카페라떼(HOT),6,2,1
2023-02-19,미라시아_브런치(대인) 주중,0,미라시아,브런치(대인) 주중,6,2,1
2023-02-19,담하_한우 미역국 정식,13,담하,한우 미역국 정식,6,2,1
2023-02-19,담하_생목살 김치찌개,43,담하,생목살 김치찌개,6,2,1
2023-02-19,카페테리아_치즈돈까스,103,카페테리아,치즈돈까스,6,2,1
2023-02-19,라그로타_Gls.Sileni,0,라그로타,Gls.Sileni,6,2,1
2023-02-20,카페테리아_새우튀김 우동,74,카페테리아,새우튀김 우동,0,2,0
2023-02-20,미라시아_(화덕) 불고기 페퍼로니 반반피자,2,미라시아,(화덕) 불고기 페퍼로니 반반피자,0,2,0
2023-02-20,연회장_Cookie Platter,5,연회장,Cookie Platter,0,2,0
